sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file,state_source,synthetic_id,TDS_source,wqi,wqi_category,risk_level,risk_band,risk_basis,eclipsed,wqi_n_params,wqi_confidence,dominant_driver,n_exceedances,permissible_breaches
10398A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Bondapalli-D|18.242|83.350,Andhra Pradesh,VIZIANAGARAM,,Bondapalli-DW13,18.2417,83.35,2019,7.18,2230.0,0.0,354.0,440.0,142.0,68.0,,680.0,200.0,44.0,194.0,4.0,1.1,,1309.0,,,,2019,cgwb_2019.pdf,district,True,measured,144.18,Poor,High,Medium,exceedance_override,True,7,High,TH,5,2
10399A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Kotha Bheema|18.033|83.294,Andhra Pradesh,VIZIANAGARAM,,Kotha Bheemasinghi-DW13,18.0333,83.2944,2019,7.63,570.0,0.0,287.0,32.0,2.0,4.0,,260.0,58.0,28.0,6.0,6.0,0.48,,310.0,,,,2019,cgwb_2019.pdf,district,True,measured,37.14,Excellent,Low,Low,wqi_band,False,7,High,TH,1,0
10400A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Appayyapet D|18.676|83.373,Andhra Pradesh,VIZIANAGARAM,,Appayyapet DW13,18.6761,83.3728,2019,7.35,1890.0,0.0,549.0,262.0,7.0,146.0,,690.0,92.0,112.0,99.0,27.0,0.53,,1081.0,,,,2019,cgwb_2019.pdf,district,True,measured,143.1,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
10404A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Gajarayuniva|18.487|83.328,Andhra Pradesh,VIZIANAGARAM,,Gajarayunivalasa DW13,18.4872,83.3283,2019,7.39,810.0,0.0,336.0,60.0,8.0,45.0,,380.0,96.0,34.0,11.0,0.4,0.47,,460.0,,,,2019,cgwb_2019.pdf,district,True,measured,62.04,Good,Low,Low,wqi_band,False,7,High,NO3,1,0
10405A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Garividi DW1|18.280|83.529,Andhra Pradesh,VIZIANAGARAM,,Garividi DW13,18.2803,83.5286,2019,7.7,740.0,0.0,336.0,64.0,2.0,3.0,,280.0,56.0,34.0,38.0,4.6,0.57,,407.0,,,,2019,cgwb_2019.pdf,district,True,measured,44.13,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
10407A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Alamanda DW1|17.995|83.243,Andhra Pradesh,VIZIANAGARAM,,Alamanda DW13,17.9947,83.2428,2019,7.2,1880.0,0.0,415.0,319.0,86.0,74.0,,530.0,140.0,44.0,145.0,69.0,0.51,,1130.0,,,,2019,cgwb_2019.pdf,district,True,measured,115.53,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,1
10408A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|TarapuramDW2|18.503|83.254,Andhra Pradesh,VIZIANAGARAM,,TarapuramDW2015,18.5025,83.2542,2019,7.54,1400.0,0.0,598.0,106.0,5.0,68.0,,320.0,56.0,44.0,142.0,50.0,0.76,,837.0,,,,2019,cgwb_2019.pdf,district,True,measured,89.12,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
10409A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Locherladw20|18.484|83.534,Andhra Pradesh,VIZIANAGARAM,,Locherladw2015,18.4839,83.5339,2019,7.68,1610.0,0.0,409.0,199.0,80.0,132.0,,480.0,112.0,49.0,95.0,89.6,0.51,,1005.0,,,,2019,cgwb_2019.pdf,district,True,measured,132.81,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
10410A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Chinnaravupa|17.972|83.233,Andhra Pradesh,VIZIANAGARAM,,ChinnaravupalliDW2015,17.9717,83.2333,2019,7.89,630.0,0.0,293.0,50.0,1.0,5.0,,275.0,74.0,22.0,18.0,0.7,0.87,,349.0,,,,2019,cgwb_2019.pdf,district,True,measured,49.78,Excellent,Low,Low,wqi_band,False,7,High,F,1,0
10411A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Kondatamarap|18.163|83.256,Andhra Pradesh,VIZIANAGARAM,,KondatamarapaliDW2015,18.1625,83.2561,2019,7.35,2650.0,0.0,464.0,596.0,98.0,3.0,,690.0,144.0,80.0,284.0,2.2,0.36,,1490.0,,,,2019,cgwb_2019.pdf,district,True,measured,114.81,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,1
10413A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|KumaranDW16|18.750|83.360,Andhra Pradesh,VIZIANAGARAM,,KumaranDW16,18.75,83.36,2019,7.54,800.0,0.0,220.0,110.0,46.0,21.0,,270.0,84.0,15.0,54.0,7.4,0.33,,471.0,,,,2019,cgwb_2019.pdf,district,True,measured,52.34,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
10385A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|S.kota|18.117|83.133,Andhra Pradesh,VIZIANAGARAM,,S.kota,18.1167,83.1333,2019,7.5,1070.0,0.0,458.0,99.0,6.0,11.0,,370.0,72.0,46.0,74.0,0.4,1.52,,590.0,,,,2019,cgwb_2019.pdf,district,True,measured,73.64,Good,High,Low,exceedance_override,True,7,High,F,3,1
10386A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Natavalasa|18.062|83.529,Andhra Pradesh,VIZIANAGARAM,,Natavalasa,18.0625,83.5292,2019,7.69,1070.0,0.0,433.0,113.0,12.0,8.0,,370.0,138.0,6.0,67.0,13.0,0.57,,622.0,,,,2019,cgwb_2019.pdf,district,True,measured,58.71,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
10387A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Agraharam|18.450|83.533,Andhra Pradesh,VIZIANAGARAM,,Agraharam,18.45,83.5333,2019,7.3,1850.0,0.0,458.0,355.0,7.0,50.0,,560.0,96.0,78.0,163.0,5.5,0.97,,1034.0,,,,2019,cgwb_2019.pdf,district,True,measured,109.18,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,1
10388A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Balajipet|18.617|83.525,Andhra Pradesh,VIZIANAGARAM,,Balajipet,18.6167,83.525,2019,7.35,850.0,0.0,262.0,110.0,24.0,37.0,,265.0,92.0,9.0,71.0,1.7,0.39,,504.0,,,,2019,cgwb_2019.pdf,district,True,measured,57.32,Good,Low,Low,wqi_band,False,7,High,NO3,2,0
10389A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Kanimetta|18.122|83.594,Andhra Pradesh,VIZIANAGARAM,,Kanimetta,18.1217,83.5944,2019,7.38,1050.0,0.0,281.0,170.0,43.0,10.0,,350.0,100.0,24.0,73.0,9.3,0.47,,602.0,,,,2019,cgwb_2019.pdf,district,True,measured,58.11,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
10391A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Sanyasirajpe|18.578|83.243,Andhra Pradesh,VIZIANAGARAM,,Sanyasirajpeta 2013DW,18.5778,83.2431,2019,7.79,1470.0,0.0,592.0,149.0,6.0,39.0,,510.0,64.0,85.0,101.0,0.7,0.68,,807.0,,,,2019,cgwb_2019.pdf,district,True,measured,86.31,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
10392A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Kokadavalasa|18.608|83.424,Andhra Pradesh,VIZIANAGARAM,,Kokadavalasa 2013DW,18.6083,83.4236,2019,7.87,560.0,0.0,250.0,43.0,7.0,3.0,,265.0,70.0,22.0,6.0,0.6,1.91,,306.0,,,,2019,cgwb_2019.pdf,district,True,measured,66.51,Good,High,Low,exceedance_override,True,7,High,F,2,1
10393A.P.,SYN|Andhra Pradesh|VIZIANAGARAM|Vikrampuram-|18.817|83.450,Andhra Pradesh,VIZIANAGARAM,,Vikrampuram-DW13,18.8167,83.45,2019,7.46,1190.0,0.0,293.0,220.0,6.0,46.0,,440.0,132.0,27.0,69.0,1.0,0.65,,680.0,,,,2019,cgwb_2019.pdf,district,True,measured,82.18,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
3255A.P.,W183120083312001,Andhra Pradesh,VIZIANAGARAM,,Kollivalasa 2013DW,18.5222,83.5222,2019,7.92,1070.0,0.0,439.0,117.0,4.0,5.0,,300.0,68.0,32.0,102.0,7.0,0.61,,603.0,,,,2019,cgwb_2019.pdf,district,False,measured,56.91,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
3256A.P.,W180420083290001,Andhra Pradesh,VIZIANAGARAM,,Denkada-DW,18.0722,83.4833,2019,7.67,1710.0,0.0,561.0,269.0,4.0,13.0,,440.0,88.0,54.0,172.0,27.0,0.68,,970.0,,,,2019,cgwb_2019.pdf,district,False,measured,81.85,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
3252A.P.,W183842083163001,Andhra Pradesh,VIZIANAGARAM,,Payakapadu,18.645,83.275,2019,7.14,1530.0,0.0,390.0,241.0,31.0,89.0,,510.0,166.0,23.0,92.0,40.0,0.46,,921.0,,,,2019,cgwb_2019.pdf,district,False,measured,105.71,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
3254A.P.,W175345083113002,Andhra Pradesh,VIZIANAGARAM,,Kothavalasa1,17.8958,83.1917,2019,8.02,970.0,0.0,409.0,92.0,4.0,13.0,,155.0,28.0,21.0,150.0,1.6,1.86,,560.0,,,,2019,cgwb_2019.pdf,district,False,measured,76.59,Good,High,Low,exceedance_override,True,7,High,F,2,1
3246A.P.,W185715083384001,Andhra Pradesh,VIZIANAGARAM,,Gumma,18.9542,83.6444,2019,7.02,710.0,0.0,287.0,46.0,15.0,47.0,,210.0,50.0,21.0,20.0,79.0,0.53,,453.0,,,,2019,cgwb_2019.pdf,district,False,measured,53.71,Good,High,Low,exceedance_override,True,7,High,NO3,2,1
3249A.P.,W185300083353001,Andhra Pradesh,VIZIANAGARAM,,Kurupana,18.8833,83.5917,2019,7.5,750.0,0.0,207.0,106.0,11.0,53.0,,290.0,78.0,23.0,36.0,4.0,0.37,,439.0,,,,2019,cgwb_2019.pdf,district,False,measured,62.87,Good,High,Low,exceedance_override,True,7,High,NO3,2,1
3250A.P.,W182420083273001,Andhra Pradesh,VIZIANAGARAM,,Garbham,18.4056,83.4583,2019,7.67,740.0,0.0,265.0,67.0,19.0,46.0,,290.0,84.0,20.0,22.0,25.0,0.34,,445.0,,,,2019,cgwb_2019.pdf,district,False,measured,60.15,Good,High,Low,exceedance_override,True,7,High,NO3,2,1
3251A.P.,W185400083274801,Andhra Pradesh,VIZIANAGARAM,,Komarada,18.9,83.4633,2019,7.27,970.0,0.0,336.0,106.0,4.0,68.0,,358.0,102.0,25.0,57.0,0.5,0.49,,568.0,,,,2019,cgwb_2019.pdf,district,False,measured,74.82,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
3257A.P.,W175700083250201,Andhra Pradesh,VIZIANAGARAM,,MaharajupetaDW16,17.95,83.4172,2019,7.38,1810.0,0.0,354.0,362.0,71.0,37.0,,510.0,140.0,39.0,176.0,4.0,0.38,,1045.0,,,,2019,cgwb_2019.pdf,district,False,measured,97.22,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
9545,W185715083384001,Andhra Pradesh,VIZIANAGARAM,KURUPAM,Gumma,18.96583333,83.64444444,2022,7.1,252.0,0.0,36.6,20.6,4.0,51.3,0.0,67.63505,18.0,5.2,15.0,2.3,0.07,,161.3,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,31.89,Excellent,High,Low,exceedance_override,True,7,High,NO3,1,1
9544,W180755083075501,Andhra Pradesh,VIZIANAGARAM,SRUNGAVARAPUKOTA,Gouripuram DW13,18.11861111,83.13194444,2022,7.0,1130.0,0.0,549.2,82.8,6.0,3.4,0.0,455.6635,108.0,45.0,42.0,4.0,0.63,,723.2,4.0,,,2022,cgwb_2019.pdf,reported,False,derived,55.49,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9543,W180949083224001,Andhra Pradesh,VIZIANAGARAM,BONDAPALLE,Gotlam DW13,18.1525,83.37777778,2022,7.4,1226.0,0.0,244.1,174.6,42.2,43.7,0.0,466.4042,133.0,32.7,29.8,0.9,0.3,,784.6,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,78.9,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9542,W181649083314301,Andhra Pradesh,VIZIANAGARAM,GARIVIDI,Garividi DW13,18.27111111,83.52861111,2022,7.0,1030.0,0.0,366.1,127.6,20.0,6.5,0.0,310.313,87.0,22.8,67.0,34.8,0.47,,659.2,5.0,,,2022,cgwb_2019.pdf,reported,False,derived,49.56,Excellent,Low,Low,wqi_band,False,7,High,TDS,2,0
9541,W182420083273001,Andhra Pradesh,VIZIANAGARAM,MERAKAMUDIDAM,Garbham,18.40666667,83.45833333,2022,7.4,937.0,0.0,366.1,54.2,12.3,32.9,0.0,344.6894,87.0,30.8,21.8,3.0,0.53,,599.7,3.0,,,2022,cgwb_2019.pdf,reported,False,derived,61.16,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9540,W185136083273601,Andhra Pradesh,VIZIANAGARAM,KOMARADA,GangaraivalasaDW16,18.86416667,83.46,2022,7.5,596.0,0.0,341.7,13.6,9.0,5.1,0.0,261.3292,80.0,15.0,21.5,0.9,0.26,,381.4,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,34.1,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9539,W182914083194201,Andhra Pradesh,VIZIANAGARAM,BADANGI,Gajarayunivalasa DW13,18.49138889,83.32833333,2022,7.3,954.0,0.0,329.5,120.1,23.4,26.9,0.0,269.2827,77.0,18.6,86.3,8.9,0.21,,610.6,3.0,,,2022,cgwb_2019.pdf,reported,False,derived,53.06,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9538,W185624083363601,Andhra Pradesh,VIZIANAGARAM,KURUPAM,DIGUVAMANDADW16,18.94888889,83.61,2022,7.5,238.0,0.0,61.0,20.7,2.1,12.4,0.0,69.89207,17.0,6.5,8.2,4.4,0.09,,152.3,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,19.88,Excellent,Low,Low,wqi_band,False,7,High,NO3,0,0
9536,W182320083233001,Andhra Pradesh,VIZIANAGARAM,DATTIRAJERA,Dattirajeru-DW13,18.38972222,83.39166667,2022,7.3,765.0,0.0,378.3,47.5,9.6,2.9,0.0,277.9084,72.0,24.0,45.6,2.6,0.28,,489.6,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,36.96,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9535,W175818083140001,Andhra Pradesh,VIZIANAGARAM,JAMI,ChinnaravupalliDW2015,17.98277778,83.23333333,2022,7.3,780.0,0.0,317.3,38.9,20.0,33.6,0.0,311.8855,94.0,19.1,23.5,1.7,0.55,,499.2,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,56.53,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
9534,W183534083301501,Andhra Pradesh,VIZIANAGARAM,BALIJIPETA,Chilakalapalli DW13,18.59305556,83.50416667,2022,7.36,1543.0,0.0,561.4,192.0,31.0,37.0,0.0,487.7489,80.0,70.0,144.9,0.9,1.15,,987.5,2.0,,,2022,cgwb_2019.pdf,reported,False,derived,98.23,Good,Medium,Low,exceedance_override,True,7,High,TH,3,0
9533,W181430083210001,Andhra Pradesh,VIZIANAGARAM,BONDAPALLE,Bondapalli-DW13,18.23722222,83.35,2022,7.2,1745.0,0.0,402.7,221.5,190.0,75.9,0.0,584.2635,62.0,104.1,104.2,50.2,0.44,,1116.8,4.0,,,2022,cgwb_2019.pdf,reported,False,derived,120.01,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
9532,W183500083220001,Andhra Pradesh,VIZIANAGARAM,BOBBILI,Bobbili,18.59305556,83.36666667,2022,7.2,1080.0,0.0,366.1,87.0,29.9,18.4,0.0,408.6342,70.0,56.9,27.4,1.5,1.01,,691.2,3.0,,,2022,cgwb_2019.pdf,reported,False,derived,69.95,Good,Medium,Low,exceedance_override,True,7,High,TH,3,0
9531,W183700083313001,Andhra Pradesh,VIZIANAGARAM,BALIJIPETA,Balajipet,18.62694444,83.525,2022,7.4,1453.0,0.0,414.9,131.9,57.2,113.0,0.0,395.9148,128.0,18.4,82.5,96.8,0.35,,929.9,4.0,,,2022,cgwb_2019.pdf,reported,False,derived,109.25,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
9530,W175941083143401,Andhra Pradesh,VIZIANAGARAM,JAMI,Alamanda DW13,17.99972222,83.24277778,2022,7.1,1502.0,0.0,366.1,168.3,138.5,123.9,0.0,527.312,149.0,37.8,96.3,38.8,0.52,,961.3,5.0,,,2022,cgwb_2019.pdf,reported,False,derived,127.36,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
9561,W183712083284801,Andhra Pradesh,VIZIANAGARAM,BALIJIPETA,MirthivalasaDW16,18.62694444,83.48,2022,7.5,1017.0,0.0,366.1,112.4,55.6,22.1,0.0,328.3893,96.0,21.6,78.5,2.5,0.62,,650.9,1.0,,,2022,cgwb_2019.pdf,reported,False,derived,66.08,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9560,W184500083213601,Andhra Pradesh,VIZIANAGARAM,SEETANAGARAM,Maripivalasa-DW16,18.7625,83.36,2022,7.1,1942.0,0.0,341.7,347.3,65.7,138.8,0.0,661.7321,191.0,45.0,116.9,30.3,0.63,,1242.9,11.0,,,2022,cgwb_2019.pdf,reported,False,derived,151.41,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
9559,W182412083201801,Andhra Pradesh,VIZIANAGARAM,BADANGI,Maradam,18.40666667,83.33833333,2022,7.0,1007.0,0.0,524.8,49.3,21.4,21.2,0.0,367.2364,59.0,53.7,52.0,17.2,1.13,,644.5,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,66.12,Good,Medium,Low,exceedance_override,True,7,High,TH,3,0
9558,W180000083100001,Andhra Pradesh,VIZIANAGARAM,LAKKAVARAPUKOTA,Mallavedu,18.0,83.16666667,2022,7.1,1430.0,0.0,451.5,155.3,71.0,24.8,0.0,469.1203,100.0,53.6,104.2,0.9,0.77,,915.2,3.0,,,2022,cgwb_2019.pdf,reported,False,derived,82.11,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9537,W180420083290001,Andhra Pradesh,VIZIANAGARAM,DENKADA,Denkada-DW,18.06777778,83.48333333,2022,7.0,3146.0,0.0,488.2,710.0,93.9,114.8,0.0,1011.043,94.0,188.5,225.7,44.1,0.58,,2013.4,17.0,,,2022,cgwb_2019.pdf,reported,False,derived,193.6,Poor,High,Medium,exceedance_override,True,7,High,TH,4,3
9563,W184700083260002,Andhra Pradesh,VIZIANAGARAM,PARVATIPURAM,Parvatipuram1,18.79638889,83.43333333,2022,7.0,1186.0,0.0,366.1,98.0,40.5,27.7,0.0,376.4249,65.0,52.3,61.4,0.7,1.01,,759.0,11.0,,,2022,cgwb_2019.pdf,reported,False,derived,73.89,Good,Medium,Low,exceedance_override,True,7,High,TH,3,0
9562,W180345083314501,Andhra Pradesh,VIZIANAGARAM,PUSPATIREGA,Natavalasa,18.05083333,83.52916667,2022,7.16,2251.0,0.0,720.0,325.2,17.7,19.9,0.0,796.9047,143.0,107.1,110.2,1.2,1.25,,1440.6,12.0,,,2022,cgwb_2019.pdf,reported,False,derived,120.88,Poor,Medium,Medium,wqi_band,False,7,High,TDS,4,1
9557,W182902083320201,Andhra Pradesh,VIZIANAGARAM,THERLAM,Locherladw2015,18.49138889,83.53388889,2022,7.1,1596.0,0.0,561.4,197.5,36.3,20.2,0.0,480.8359,150.0,25.9,104.9,44.8,0.43,,1021.4,9.0,,,2022,cgwb_2019.pdf,reported,False,derived,76.8,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9556,W180000083100002,Andhra Pradesh,VIZIANAGARAM,LAKKAVARAPUKOTA,Lakkavarapukota,18.0,83.16666667,2022,7.1,2233.0,0.0,463.8,379.0,132.2,83.4,0.0,741.8308,147.0,91.1,147.1,9.0,0.67,,1429.1,2.0,,,2022,cgwb_2019.pdf,reported,False,derived,144.17,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
9555,W185300083353001,Andhra Pradesh,VIZIANAGARAM,KURUPAM,Kurupana,18.89805556,83.59166667,2022,7.3,877.0,0.0,219.7,87.7,18.0,42.1,0.0,306.264,91.0,19.3,25.9,4.4,0.18,,561.3,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,56.83,Good,Low,Low,wqi_band,False,7,High,NO3,2,0
9554,W184500083213602,Andhra Pradesh,VIZIANAGARAM,JAMI,KumaranDW16,18.7625,83.36,2022,7.3,1722.0,0.0,488.2,135.1,97.0,99.8,0.0,578.3205,167.0,39.1,91.6,3.8,0.54,,1102.1,11.0,,,2022,cgwb_2019.pdf,reported,False,derived,121.3,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
9553,W175345083113002,Andhra Pradesh,VIZIANAGARAM,KOTHAVALASA,Kothavalasa1,17.89805556,83.19166667,2022,7.6,1300.0,0.0,549.2,112.5,32.0,13.2,0.0,279.1886,51.0,37.2,152.6,7.7,0.9,,832.0,1.0,,,2022,cgwb_2019.pdf,reported,False,derived,70.39,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9552,W180200083174001,Andhra Pradesh,VIZIANAGARAM,JAMI,Kotha Bheemasinghi-DW13,18.03388889,83.29444444,2022,7.5,694.0,0.0,353.9,27.3,9.7,8.0,0.0,244.2186,70.0,16.9,41.2,5.7,0.33,,444.2,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,38.48,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
9551,W180945083152201,Andhra Pradesh,VIZIANAGARAM,GANTYADA,KondatamarapaliDW2015,18.1525,83.25611111,2022,7.0,3700.0,0.0,378.3,743.7,385.0,37.5,0.0,1182.674,312.0,97.9,272.4,6.0,0.58,,2368.0,15.0,,,2022,cgwb_2019.pdf,reported,False,derived,201.71,Very Poor,High,High,wqi_band,False,7,High,TDS,4,2
9550,W185400083274801,Andhra Pradesh,VIZIANAGARAM,KOMARADA,Komarada,18.915,83.46333333,2022,7.6,335.0,0.0,146.4,17.2,6.9,0.7,0.0,116.5328,32.0,8.7,12.5,1.3,0.23,,214.4,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,22.42,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
9549,W183120083312001,Andhra Pradesh,VIZIANAGARAM,THERLAM,Kollivalasa 2013DW,18.52527778,83.52222222,2022,7.4,710.0,0.0,414.9,56.8,9.7,2.5,0.0,223.7131,61.0,17.5,94.4,4.5,2.5,,454.4,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,76.27,Good,High,Low,exceedance_override,True,7,High,F,2,1
9548,W183630083252501,Andhra Pradesh,VIZIANAGARAM,BOBBILI,Kokadavalasa 2013DW,18.61,83.42361111,2022,7.5,850.0,0.0,341.7,74.8,25.8,4.4,0.0,357.2155,82.0,37.3,43.5,2.1,2.88,,544.0,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,94.67,Good,High,Low,exceedance_override,True,7,High,F,3,1
9547,W182000083350001,Andhra Pradesh,VIZIANAGARAM,GARIVIDI,Kapusambam-DW13,18.33888889,83.58333333,2022,7.3,1130.0,0.0,390.5,116.8,19.9,10.5,0.0,378.4208,84.0,41.2,65.0,2.0,0.37,,723.2,1.0,,,2022,cgwb_2019.pdf,reported,False,derived,56.24,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9546,W180718083354001,Andhra Pradesh,VIZIANAGARAM,PUSPATIREGA,Kanimetta,18.11861111,83.59444444,2022,7.0,2075.0,0.0,414.9,378.5,68.9,92.8,0.0,634.277,165.0,53.9,141.9,22.0,0.54,,1328.0,17.0,,,2022,cgwb_2019.pdf,reported,False,derived,132.96,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
9564,W183842083163001,Andhra Pradesh,VIZIANAGARAM,MAKKUVA,Payakapadu,18.64388889,83.275,2022,7.15,1412.0,0.0,390.5,187.8,56.3,50.9,0.0,468.4612,146.0,25.5,78.0,40.0,0.39,,903.7,7.0,,,2022,cgwb_2019.pdf,reported,False,derived,86.29,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
9571,W184900083270001,Andhra Pradesh,VIZIANAGARAM,KOMARADA,Vikrampuram-DW13,18.83027778,83.45,2022,7.2,1305.0,0.0,329.5,229.6,39.8,23.3,0.0,480.8593,135.0,35.0,82.4,5.6,0.58,,835.2,7.0,,,2022,cgwb_2019.pdf,reported,False,derived,78.01,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9570,W180700083244501,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,Vijayanagaram,18.11861111,83.4125,2022,7.3,1110.0,0.0,427.1,84.3,16.1,59.2,0.0,396.1293,85.0,44.7,56.5,1.7,0.56,,710.4,1.0,,,2022,cgwb_2019.pdf,reported,False,derived,78.36,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
9569,W184135083184001,Andhra Pradesh,VIZIANAGARAM,MAKKUVA,Vankatabhairipuram DW13,18.69472222,83.31111111,2022,7.7,300.0,0.0,122.0,12.4,6.2,5.8,0.0,86.2212,22.0,7.8,18.2,1.3,0.26,,192.0,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,24.01,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
9568,W181000083120001,Andhra Pradesh,VIZIANAGARAM,GANTYADA,Tatipudi-DW13,18.16944444,83.2,2022,7.6,381.0,0.0,219.7,5.4,2.6,0.8,0.0,164.821,40.0,15.8,8.2,0.6,0.49,,243.8,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,29.09,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
9567,W183009083151501,Andhra Pradesh,VIZIANAGARAM,RAMABHADRAPURAM,TarapuramDW2015,18.50833333,83.25416667,2022,7.2,2194.0,0.0,671.2,283.2,48.0,56.1,0.0,780.9471,154.0,96.2,117.4,1.2,0.53,,1404.2,20.0,,,2022,cgwb_2019.pdf,reported,False,derived,121.55,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
9566,W183440083143501,Andhra Pradesh,VIZIANAGARAM,SALURU,Sanyasirajpeta 2013DW,18.57611111,83.24305556,2022,7.5,1362.0,0.0,683.4,77.2,25.4,5.4,0.0,298.036,40.0,48.1,178.0,1.5,0.74,,871.7,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,63.04,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
9565,W183125083123001,Andhra Pradesh,VIZIANAGARAM,SALURU,Saluru,18.52527778,83.20833333,2022,7.6,2016.0,0.0,805.5,132.7,59.0,61.6,0.0,234.058,56.0,22.9,304.1,51.5,1.34,,1290.2,5.0,,,2022,cgwb_2019.pdf,reported,False,derived,113.26,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,1
9448,W185157083330501,Andhra Pradesh,VIZIANAGARAM,Kururpam,Kurupam,18.866,83.5515,2022,7.8,320.0,0.0,146.4,17.6,3.0,5.1,0.0,108.6772,28.0,9.2,13.8,1.2,0.24,,204.8,0.0,,,2022,cgwb_2019.pdf,reported,False,derived,25.54,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
